,screen_name,stance,med
8916,camwolfe,1,True
8917,fox35orlando,1,False
8918,RPLibertyReport,-1,False
8919,KXAN_News,1,False
8920,G_Commish,1,False
8921,travesocial,0,False
8922,CBSDenver,-1,False
8923,VNDNews,0,False
8924,OutsourcedVfx,1,False
8925,BryerGary,1,False
8927,ABC7NY,0,False
8928,Country_fiedMD,-1,False
8929,RyanRadia,1,False
8930,nevslin,1,False
8931,Multi_Streaming,1,False
8932,GiGiCaponePR,1,False
8933,pedavi,1,False
8934,AmandaHallWINK,1,False
8935,JesusGar,1,False
8936,MallarBhattach1,0,False
8937,KTVZ,1,False
8938,73e2fde7f2df46f,1,False
8939,FrancCrist,0,False
8940,KCBSRadio,0,False
8941,kron4news,1,False
8942,julianamazzatv,0,False
8943,wnct9,0,False
8945,Tamzilla_52,1,False
8946,donaldhackett,0,False
8947,Ramu_Kal,0,False
8948,MiamiHerald,1,False
8949,drndvn34,1,False
8950,drewhuntre,1,False
8951,SeanLucan,1,False
8952,KENS5,1,False
8953,laurenweinstein,1,False
8954,izzorv6,0,False
8955,kristynalexis,1,False
8956,PopSci,0,False
8957,PearlF,1,False
8958,KPRC2,1,False
8959,rodjnaquin,0,False
8960,SarahKRybka,-1,False
8961,mach2020,1,True
8962,TechTranTactics,1,False
8963,DanielGriffinMD,1,True
8964,kaine_on,0,False
8965,LisaMerklPR,1,False
8966,MicrobesInfect,0,False
8968,CitrusTVNews,1,False
8969,EugeniaVColon,1,False
8970,nancyquinn,0,False
8971,hiindia,1,False
8972,superbirdman1,1,False
8973,TeeMichelle57,-1,False
8974,wxyzalicia,1,False
8975,HironoriFunabi1,0,False
8977,girlsreallyrule,0,False
8978,NPRHealth,1,False
8980,RedlandsNews,0,False
8981,theitem,1,True
8982,pndblog,0,False
8983,WillResistAdmin,0,False
8984,JennerArynd,-1,False
8987,AwzRocks,-1,False
8988,tkareempowell,1,False
8989,DailyBreezeNews,0,False
8990,Bobcat8403,1,False
8991,CFigueroaMD,1,True
8992,LizHIVHep,1,False
8994,zugly747,1,False
8995,kaine_on,0,False
8996,Hercscott,1,False
8997,SkyNetPlatform,1,False
8998,NJ_Politics,1,False
8999,KRNV,1,False
9000,KenAull,-1,False
9001,ZEphotographic,-1,True
9002,rweingarten,1,False
9004,DrChoueiri,1,False
9006,GoHealio,1,False
9008,SKastenbaum,1,False
9009,SpecialtyPharm,1,False
9010,EmoryOTT,0,False
9011,ChasMiller18,1,False
9012,Kristib43042441,0,False
9013,Philanthropy,0,False
9014,abc7breaking,1,False
9015,Options_Ricky24,1,False
9016,SBIndyNews,1,False
9017,WSMV,1,False
9018,klstnews,1,False
9019,AshSuttonSA,1,False
9020,SaHMee6,1,False
9021,ms101phd,0,False
9022,Hal_RTFLC,1,False
9023,PortiaLogic,1,False
9024,festival_season,0,False
9026,cgtnamerica,0,False
9027,kimhowarddc,0,False
9028,ChadHedrickWKYT,0,False
9029,GeWest007,-1,False
9030,gscottweston,1,False
9031,MarketCurrents,0,False
9033,LoganTCollins,0,False
9034,internetptyorg,0,False
9035,Shabnam_Danesh,1,False
9036,DrLeanaWen,1,True
9037,camp1020,0,False
9038,matthewherper,0,False
9039,rmchavin,0,False
9040,orlandosentinel,-1,False
9041,Sunny95News,1,False
9042,UPI,1,False
9043,Muller_Lab,1,False
9044,WDHN,1,False
9045,VOJay_Pgh,1,False
9046,trikomes,0,False
9047,DrHSmithReports,0,False
9048,manderson0416,1,True
9049,RightMatters2Me,1,False
9050,93wibc,0,False
9051,alisonkmain,1,False
9052,dallasnews,0,False
9053,MedProProtector,0,False
9054,WashTimes,1,False
9055,ahol888,0,False
9056,kpomykola,1,False
9057,1StateoftheCity,-1,False
9058,MichaelRikon,1,False
9059,FierceBiotech,-1,False
9060,lipa0902,-1,False
9061,MarketRebels,0,False
9062,SaveRDemocrazy,1,False
9063,JohnLothian,0,False
9064,AvaPittmanTV,1,False
9065,CherokeeSon1,-1,False
9066,DigitalMaddox,0,False
9068,masslivenews,1,False
9069,gregdantas1,1,False
9070,abworldnews,1,False
9071,WNCN,1,False
9073,WCPO,1,False
9075,maferegas,0,False
9077,NewMilfordPatch,1,False
9078,CrossroadsToday,1,False
9079,StephanieCion,0,False
9080,aspenbio,-1,False
9081,newsouth418,1,False
9082,SkyNetPlatform,1,False
9083,plana_journ,1,False
9084,BNCNews,1,False
9085,joshuasteubing,-1,True
9086,FOX13News,0,False
9087,GoMeyra,1,False
9088,JurginisJr,0,False
9089,MPRnews,1,False
9090,SteveMatthews12,1,False
9092,Majormac1,1,False
9093,TappsReady,1,False
9094,Bot11031,-1,False
9095,BStockmarketb,0,False
9096,myprwirenews,1,False
9097,AmberOwens18,-1,False
9098,Alpha_Bronze,0,False
9100,moricemdphd,0,False
9101,SGVTribune,0,False
9102,PatriotLedger,1,False
9103,LinusAlso,1,False
9104,kgrevle,1,False
9105,StefMayoPghOhio,0,False
9107,Mugulusi4Senate,0,False
9108,abcactionnews,1,False
9109,DrSteveFeldman,0,False
9110,wchs8fox11,1,False
9111,ABCWorldNews,1,False
9112,SPECNews1BUF,1,False
9113,JasonRuiz_LB,1,False
9114,keith_caughran,-1,True
9116,myprwirenews,-1,False
9117,MoneyShow,0,False
9119,rmchavin,1,False
9120,thehill,1,False
9121,RazonableMD,1,True
9122,MikeManeth,0,False
9123,SuzanneNeedles,1,False
9124,TheEliKlein,1,False
9125,gymbosslady,-1,False
9126,ivdailybulletin,0,False
9127,mychesco,0,False
9128,TTJBlog,1,False
9129,nativenyeryakn1,-1,False
9131,MarketWatch,0,False
9132,AnnieintheSun,1,False
9133,Local4News,1,False
9134,FOXBaltimore,1,False
9135,LisaSeaFL,-1,False
9136,stevenyangxx,0,False
9137,UEL_MN,0,False
9138,fox11reno,1,False
9139,QuantData,-1,False
9140,JusticeToAll,1,False
9141,adapadvocacy,1,False
9142,thisisinsider,1,False
9143,MelSnyder,-1,False
9144,siciliantaurus,1,False
9145,TR76News,1,False
9146,Blade_theDJ,1,False
9147,twhitfill,-1,False
9148,BonsensJoe,1,False
9149,allypetersnews,1,True
9150,Elias7News,-1,False
9151,carlzimmer,1,False
9152,bachyns,1,False
9153,GabrielaDLemus,1,False
9154,timesofearth,0,False
9155,KTBS,1,False
9156,VincentRK,0,False
9157,BourbonStreet2,1,False
9158,ftreric,1,False
9160,RWMaloneMD,1,False
9161,expresso_max,1,False
9162,KION546,0,False
9163,strat58cat,0,False
9164,chicagomediaX,0,False
9165,daytondailynews,1,False
9166,LlcBillionaire,0,False
9167,nwherald,1,False
9169,OliviaKXLY,1,False
9170,eddie_31003,0,False
9171,fox6now,0,False
9172,SPECNews1ROC,1,False
9173,SmithsonianMag,1,False
9174,MauricioABC7,1,False
9176,coadaadvocate,0,False
9177,drbeen_medical,0,True
9178,MarketWatch,0,False
9180,Csdk1111,1,False
9181,kron4news,1,False
9182,CarlDeff,1,False
9183,HeraldAfrican,0,False
9184,foxcarolinanews,1,False
9185,BusinessBriefTV,0,False
9186,megtirrell,1,False
9187,ArtistGailS,-1,False
9188,veryvirology,-1,False
9189,captain5519,1,False
9190,KETK,0,False
9191,gamezbyte,0,False
9192,Ole25848797,1,False
9193,Covid_us_org,1,False
9194,ACleverNickname,-1,False
9195,pressenterprise,0,False
9196,WBTWNews13,1,False
9198,theintercept,0,False
9199,boulware_dr,1,True
9200,RidgePatch,1,False
9201,TALK1370,1,False
9202,Heartdoc530,1,False
9203,DenverChannel,1,False
9204,alexa__jay,-1,False
9205,iowasnewsnow,1,False
9206,TheCOVIDBlog1,0,False
9207,foxcarolinanews,1,False
9208,thegarance,1,False
9209,newsfilterio,0,False
9210,OCBizJillian,0,False
9211,Briefingcom,0,False
9212,PeterHBolland,-1,False
9213,clemoscatarina,-1,False
9215,USATODAYNEWS24,0,False
9216,churchix5,0,False
9217,TheWordofDon,-1,False
9218,Dw40031913,0,False
9220,LlcBillionaire,1,False
9221,nbcchicago,0,False
9222,GoodBoy10204293,1,False
9223,cbsaustin,1,False
9224,StockMKTNewz,1,False
9225,Troglodyte_Imp,1,False
9226,FredericEsq,1,False
9227,felschwartz,1,False
9228,bcrnews,1,False
9229,robmille,0,False
9230,johnnykovach,0,False
9231,JeffPorterWX,1,False
9233,Channel8ABC,1,False
9234,WETM18News,1,False
9235,DaleWoodd0,-1,False
9236,StephanieCion,1,False
9237,thehill,1,False
9238,WMAR2News,1,False
9239,mrmikeflynn,-1,False
9240,trindels23,1,False
9241,KXNewsMinot,1,False
9242,TREVJDOC,0,True
9243,MonicaGandhi9,0,True
9244,wchs8fox11,0,False
9245,WVNYWFFF,0,False
9246,DrTomFrieden,1,False
9247,thehill,1,False
9249,wcti12,1,False
9251,WMAR2News,1,False
9252,Daily_Chronicle,1,False
9253,pugnacious_pam,0,False
9254,NBBJ,1,False
9255,KemiMDRad,1,False
9256,TheStreet,0,False
9257,SpectrumNews1OH,0,False
9258,PharmPracNews,1,False
9259,DrLeanaWen,1,True
9260,owenpaun,0,False
9262,Dev_Sanghavi,1,False
9263,FOX42KPTM,0,False
9264,JeffC1956,1,False
9265,HelenBranswell,0,False
9266,jackdavidm,1,False
9267,presstelegram,0,False
9268,DrLeanaWen,1,True
9269,MWM76,-1,True
9270,akkaufman,-1,False
9271,wbkotv,1,False
9272,crazycrawfMI,1,False
9273,InfectiousDz,0,False
9274,medpagetoday,1,False
9275,jh03444349,0,False
9277,robertayque,1,False
9278,G_Commish,-1,False
9279,AlgernonWrites,-1,False
9280,shrimpzoo,-1,False
9281,REVMikeMenkes,0,False
9283,TheEliKlein,1,False
9284,SpeechModifica1,0,False
9285,cispt2,0,False
9286,daily_briefing,0,False
9287,DelthiaRicks,1,False
9289,BrodyWilbur,-1,False
9290,D__Fye,1,False
9291,wnct9,1,False
9292,wendyblazer65,-1,False
9294,LostDiva,1,False
9295,alcaprari23,1,False
9296,mksin149,-1,False
9297,wis10,-1,False
9298,Posativnrg1,-1,False
9299,DrTomFrieden,0,False
9301,FakeScottDavis,1,False
9302,crayton_h,-1,False
9303,MarketWatch,-1,False
9304,djclippert,1,False
9305,JenniFink_,1,False
9306,ChingYuWang2,1,False
9307,lauriemcginley2,1,False
9308,AgBioWorld,1,False
9309,UIndyPubHealth,1,False
9310,boulware_dr,-1,True
9311,SpectrumNews1KY,1,False
9312,acpandy,1,False
9313,GreenPartyFL,1,False
9314,rdaily,-1,True
9316,WendyAtTheBay,-1,False
9317,MaryBeth_CMMB,1,False
9318,KSL5TV,1,False
9319,JGfortwayne,1,False
9320,SkyNetPlatform,1,False
9321,ksannews,1,False
9322,DrDenaGrayson,1,False
9323,carlquintanilla,1,False
9324,Professor_Foote,1,False
9325,TribLIVE,1,False
9326,BobDeChiaro,1,False
9327,DrDavidKass,1,False
9328,jimetomlinson,0,False
9329,shahidmikhael,-1,False
9331,Nightline,1,False
9332,WestJournalism,-1,False
9333,MichaelPoppo2,-1,False
9334,SMUMustangAlum,-1,False
9336,kfxkfox51,0,False
9337,JP6608,1,False
9338,genomeorganizer,0,False
9339,Trfuller2,1,False
9340,DanielRGerard,0,True
9341,hope4california,0,False
9343,ms101phd,-1,False
9344,ChazAnancini,-1,False
9345,rmchavin,1,False
9347,tudor_jacob,1,False
9348,BivingsDoris,1,False
9349,sbsun,0,False
9350,DanDeBusschere,1,False
9351,japradeep,-1,False
9352,TexomasHomepage,1,False
9353,sfchronicle,1,False
9354,chicojimj,0,False
9355,joebrunner415,-1,False
9356,susanbyrnes,0,False
9357,Boghuma,1,False
9358,travesocial,0,False
9359,5thWave_tcronin,1,False
9360,USCPF,1,False
9361,WVNews247,1,False
9362,BobtheBerean,-1,False
9363,Bob_Radcliff,-1,False
9364,Joliet_HN,1,False
9365,BuckRussell9,1,False
9366,scigrl4,1,False
9367,SugeW,-1,False
9368,magid1969,1,False
9369,DrNetto,1,False
9370,AWbruin,1,True
9371,NECN,1,False
9372,JohnsHopkinsSPH,0,False
9373,Lampgen_CR,0,False
9374,PhilKainbacher,0,False
9375,SPURGEONdotUS,1,False
9376,WCCBCharlotte,1,False
9378,ThatChristyChic,0,False
9379,rmchavin,-1,False
9380,saukvalley,1,False
9381,ABCWorldNews,1,False
9382,newsouth418,-1,False
9383,retirementexit,0,False
9386,moderateRepand1,1,False
9387,venkmurthy,1,False
9389,ms101phd,1,False
9390,moderateRepand1,1,False
9391,Muller_Lab,1,False
9392,blandman19,0,False
9393,moderateRepand1,1,False
9394,newsfilterio,0,False
9395,AlexisBadenMaye,-1,False
9396,Maxhedroom23,1,False
9397,KNOPTV,1,False
9398,nurseypaula,0,True
9399,JustinOtherSmi1,0,False
9401,ElipieMegan,0,False
9402,fr_hossain,0,True
9404,WheezingGeek,-1,False
9405,redot2005,1,False
9406,siege_us,-1,False
9407,allabouta2,1,False
9408,dkegel,0,False
9409,RhodeIslandQ,-1,False
9410,nyunews,1,False
9411,CircusPubes,0,False
9413,NickLigz,1,False
9414,MSingletonMDJD,-1,True
9415,isaac_nolte,0,False
9416,WeWantTheRealTr,-1,False
9418,hybullshit,-1,True
9419,ms101phd,-1,False
9420,JustMe75464690,0,False
9421,Adferonewsmedia,1,False
9422,KTNV,1,False
9423,YorkDispatch,1,False
9424,K26dp,0,False
9425,JourneyTrade,1,False
9426,prmullen69,1,False
9427,HopkinsGiving,1,False
9428,sugartimexxx,1,False
9429,thenewshooked,1,False
9430,FOXBaltimore,1,False
9431,NNVCNYSE,0,False
9432,MicrobesInfect,0,False
9433,komonews,0,False
9434,biopharmacaster,0,False
9435,alpine106,0,False
9437,tiffanypriest99,-1,False
9438,FOX10Phoenix,0,False
9439,ro_anand,-1,False
9440,EINPfizerNews,0,False
9441,NelsonMKTRSRCH,1,False
9443,RobertMouton4,-1,False
9444,News3LV,1,False
9445,JustMe75464690,0,False
9447,Colin_Bites,1,False
9448,KREM2,1,False
9449,Carolyn6800,0,False
9450,WashTimes,1,False
9451,jlarainsurance,1,False
9452,DontSpe54156130,-1,False
9453,thehill,1,False
9454,observer,-1,False
9455,covid_quest,0,False
9456,sltrib,0,False
9457,skaminerd,-1,True
9458,CNBC,1,False
9459,LuluWalcott1,1,False
9460,mark_ginkel,1,False
9461,EmoryUniversity,1,False
9464,LegosBo,1,False
9465,MonicaGandhi9,1,True
9466,JustMe75464690,0,False
9468,chemTrailActivi,1,False
9469,DietHeartNews,-1,False
9470,LForce7,-1,False
9471,TheSportsJD,1,False
9472,erlichya,1,False
9473,TedSmyth,0,False
9474,ForStocks,0,False
9476,ExactBen,1,False
9477,MonicaGandhi9,0,True
9478,heknowbestt,1,True
9479,ChasMiller18,1,False
9480,WDHN,0,False
9482,hotsmartfy,0,False
9483,apearmy801,1,False
9484,joji599,1,False
9486,JclontzJf,0,False
9487,Stlfinsfan,-1,False
9488,hippiemama2002,0,False
9489,ProctorRobert,1,False
9490,1300wtlsJthomas,0,False
9491,C_Garthwaite,1,False
9492,tommyboy0690,0,False
9494,BioCalifornia,0,False
9495,sdesmon,0,False
9497,DelthiaRicks,1,False
9498,KTULNews,1,False
9499,thotscanner,0,False
9500,AndyHaw89285923,-1,False
9501,jaynemil55,-1,False
9502,afridijalil,0,False
9504,CarolForden,1,False
9505,S_Starr1700,-1,False
9506,annestuessy,0,False
9507,lindamackenzie,1,False
9508,LakshyaRustagi,1,False
9509,jimmc26,1,False
9510,catlinperrin,0,False
9512,Ultra_Calls,0,False
9513,MarytheRobot,0,False
9514,LFT411,1,False
9515,10TV,0,False
9516,GBISummerSchool,0,False
9517,MrMarstellar,1,False
9518,TrialsiteN,0,False
9519,newsfilterio,0,False
9520,dan_patterson,1,False
9521,fredwalton216,1,False
9522,KGWNews,1,False
9523,AmericanEsther,-1,False
9524,thepdubtweets,-1,False
9525,Medscape,0,False
9526,KendraDrake94,1,False
9527,kawanchi,-1,False
9528,PAKAG2020,0,False
9529,AndrewE_Dunn,1,False
9530,KATCTV3,1,False
9531,Mysstyblue,1,False
9532,VinGuptaMD,0,False
9533,WMAR2News,1,False
9535,Donna_West,1,False
9536,JanetsGoodNews,0,False
9537,maxapell,-1,True
9538,MarytheRobot,1,False
9540,CarlosdelRio7,0,False
9541,Sg2HealthCare,1,False
9542,NYTHealth,1,False
9543,carrie_byington,1,True
9544,SuzanneLieb4,1,False
9545,istockhistory,0,False
9546,aspenbio,0,False
9547,ksatnews,1,False
9548,GovtsTheProblem,-1,False
9549,Steve12537097,0,False
9550,ozair_naqvi,1,False
9552,fox5dc,-1,False
9553,Richard_C_Young,0,False
9554,CNNSotu,1,False
9555,VCUnews,1,False
9556,SimonWPDE,-1,False
9557,fredwalton216,0,False
9558,likeprogress,1,False
9560,PopSci,0,False
9561,ECRI_Org,0,False
9562,_TeDiouS_,0,False
9563,compsciman,1,False
9564,DomarPierson,1,False
9565,GretaMurphy16,1,False
9566,Fall21MRKCFO,-1,False
9567,covidcareforce,1,False
9568,SeekingAlpha,0,False
9569,heidithegeorgia,-1,False
9570,DcWalaDesi,1,False
9572,wchs8fox11,1,False
9573,1011_News,1,False
9574,TheClaytonNews,1,False
9575,danvzla,0,False
9576,JohnLothian,1,False
9577,ecpontaza,1,False
9578,ABCPolitics,-1,False
9579,CIDRAP,0,False
9580,Jaimebliss1,0,False
9581,MonicaGandhi9,0,True
9582,PernetFHS,1,False
9583,socflyny,1,False
9584,KeithH6910,1,False
9585,EngancheWorld,1,False
9587,WDHN,1,False
9588,SkyNetPlatform,0,False
9589,KOSURadio,1,False
9590,CoryBearor,1,False
9591,bradpalm1,1,True
9592,KerryDolan,0,False
9593,ChrisJPino,1,False
9594,SarahKRybka,1,False
9595,OmosolMiamiBeac,1,False
9596,topicofflimits,0,False
9597,VOAStevenson,0,False
9598,JohnstonShow,-1,False
9599,timruss2,-1,False
9600,PAKAG2020,0,False
9601,WGRZ,0,False
9602,Trefis,0,False
9603,MonicaGandhi9,1,True
9604,chicagojournal,1,False
9605,ImUrPirate,1,False
9606,8NEWS,1,False
9607,sentineltribune,1,False
9608,MarkeTouchMedia,1,False
9609,TheChestnutPost,-1,False
9610,DrHirschfield,0,False
9611,saddamscribe,1,False
9612,HarbingerMLEC,1,False
9613,theintercept,1,False
9615,EclecticRadical,-1,False
9616,WBUR,1,False
9617,MaryDow22676314,1,False
9618,JosGilbertoMon1,0,True
9619,wdefnews12,0,False
9621,pick1998_2,1,False
9622,genuine2thebone,0,False
9623,ABC10,1,False
9624,GrantHinkle,0,False
9625,FOX29philly,0,False
9626,ksatnews,1,False
9627,FrankyTts,1,False
9628,carrie_byington,1,True
9629,BillCarson2162,1,False
9630,KRNV,1,False
9631,kollywood_net,0,False
9632,fahshah17,-1,False
9633,AlexWestchester,0,False
9634,MMF92691,0,False
9635,JTraversDevine,1,False
9636,mynbc15,1,False
9637,LisaMascaro,1,False
9638,KQEDnews,0,False
9639,JohnsonDelreo,0,False
9640,goldenpanther21,1,False
9641,SamObiWon,1,False
9642,tomablogger,1,False
9643,chrishendel,-1,False
9644,fox13seattle,0,False
9645,greg140_6,-1,False
9646,RonThayer4,-1,False
9647,ms101phd,0,False
9648,EPS1991,-1,False
9650,ms101phd,1,False
9651,cbsaustin,1,False
9652,fey_geller,1,False
9653,NBCMontana,1,False
9654,WISCTV_News3,0,False
9655,ashishkjha,1,True
9656,ZAQSBusiness,0,False
9657,RhodeIslandQ,-1,False
9658,GeneOnlineNews,0,False
9659,Conti_Clinical,0,False
9660,breckskifan,1,False
9661,Liberal2RedPill,-1,False
9663,jpatadams,1,False
9664,soychemist,0,False
9665,flhcnews,1,True
9666,buddy_dek,0,False
9667,KAMRLocal4News,1,False
9668,good,1,False
9669,Mike_Rapach,-1,False
9670,lisa_b_davidson,0,False
9671,HKalsted,1,False
9672,Jscott1145,-1,False
9673,DNABARCODE,1,False
9674,Winslow19Don,1,False
9675,newschannelnine,1,False
9676,Grav1,1,False
9677,sbbot123,1,False
9678,CGDavidB,0,False
9679,Forbes,1,False
9680,KTAR923,1,False
9681,BradGeyer,-1,False
9682,SoCalBohoGal,1,False
9683,robertas_world,0,False
9684,phone_home,0,False
9685,fahshah17,0,False
9686,alaturkanews,-1,False
9687,Gerardocytiva,-1,False
9688,newswest9,0,False
9689,Mbrizzw,-1,False
9690,jackpenya,0,False
9691,michaelmina_lab,1,True
9692,RealNoraC,1,False
9693,CCTSI,1,False
9694,landon2929k,1,False
9696,BiancaWJHL,1,False
9697,njdotcom,-1,False
9698,WFXBFOXTV,1,False
9699,Seebowman,0,True
9700,IDSE_Online,1,False
9701,abc7newsbayarea,1,False
9702,thehill,1,False
9703,colleenkraftmd,0,False
9704,PennslytckySue,-1,True
9705,videosean,-1,False
9707,mysticmediasoft,0,False
9708,diamondrn,-1,False
9709,RockawayBH,-1,False
9710,newsfilterio,1,False
9711,Adferonewsmedia,0,False
9712,spennington33,0,False
9713,ctmock,1,False
9714,LisaKearnsNYC,0,False
9715,jim27182,1,False
9716,M_A_Frasca,-1,False
9717,McneJames,0,False
9718,DNABARCODE,-1,False
9719,MedsforAll,1,False
9721,jaynemil55,-1,False
9722,TwitterMoments,1,False
9723,Kat77,1,True
9724,BrightonJ14,0,False
9725,ZAQSBusiness,1,False
9726,JourneyTrade,0,False
9727,derekdob,-1,False
9728,mapocoloco,0,False
9729,AsianTechPress,1,False
9730,judymorris3,1,False
9732,BioFlorida,1,False
9733,LForce7,-1,False
9736,JohnstonShow,-1,False
9737,TheSportsJD,1,False
9738,NYTHealth,-1,False
9740,CandiceRose,1,False
9741,ksatnews,0,False
9742,agargmd,-1,False
9743,ColorTheGreySky,1,False
9744,CBS21NEWS,0,False
9745,seattletimes,0,False
9746,THISYOBOIDJ,1,False
9747,Tennessean,1,False
9748,KHQA,0,False
9749,loisrp,1,False
9750,Foxmental_X,1,False
9752,hfdcar1,1,False
9753,FOX5Atlanta,0,False
9754,rcooley123,0,False
9755,FreedumFyghter,1,False
9756,MaytownMichael,1,False
9757,UNCpublichealth,1,False
9758,ScottHa85992272,1,False
9759,margreis9,0,False
9761,Laurie_Garrett,1,False
9762,jerrygenesio,1,False
9763,cbsaustin,0,False
9764,Myrmecos,-1,False
9765,JourneyTrade,1,False
9766,DSMWcom,0,False
9767,kallieleyba,1,True
9768,covid_quest,0,False
9770,dwmoskowitz,0,False
9771,TheChestnutPost,1,False
9772,VCUresearch,1,False
9773,8NewsNow,1,False
9774,tdtnews,1,False
9775,CartoonsBen,-1,True
9776,bryanmepstein,-1,False
9777,MaxFolk,1,False
9778,Sisyphus_smokes,1,False
9780,RachelDWelton,-1,False
9781,freddiethekat,1,False
9782,SkyNetPlatform,0,False
9783,awarefndngroup,0,False
9784,IDSE_Online,1,False
9785,rileyraygriffin,1,False
9786,CyclingBoomer,0,False
9787,JenNSBSentinel,1,False
9788,PrincetonPacket,1,False
9789,colleenkraftmd,0,False
9790,Briefingcom,1,False
9791,smarket,-1,False
9792,sheilajharvey,0,False
9793,OpenOutcrier,0,False
9794,rileyraygriffin,0,False
9795,cottonwood100,1,False
9796,sentineleb,1,False
9797,christovari,0,False
9798,ExactOptionPick,1,False
9799,feed_stocks,1,False
9800,EINShellNews,0,False
9801,central_jersey,1,False
9802,hiindia,0,False
9803,observer,0,False
9804,tlawrenceledger,1,False
9805,CranburyPress,1,False
9806,thenjsuburban,1,False
9807,registernewsnj,1,False
9808,LocalBusPod,1,False
9809,genphys,0,False
9810,HillsBeacon,1,False
9811,gvdfrog,-1,False
9812,emsentinel,1,False
9813,CosmosconBlog,-1,False
9814,InfoAppTo,-1,False
9815,r_passantino,-1,False
9816,InfoAppTo,-1,False
9817,guavapancake,0,False
9819,margweston,-1,False
9820,InfoAppTo,-1,False
9821,jwrnews_ny,0,False
9822,Kasia_HP,1,False
9823,AJBlackston,1,False
9824,tiffersolo,1,True
9825,Olbracco,1,True
9826,Fall21MRKCFO,-1,False
9827,Citizensirclem,-1,False
9828,MyNews13,1,False
9829,Sassypaws,-1,False
9830,musicitydp,1,False
9831,Andrew_Parker7,-1,False
9832,905wesa,1,False
9833,Ethnography911,0,False
9834,ms101phd,-1,False
9835,beach_trades,1,False
9836,CBS8,0,False
9837,riccardinouk,-1,False
9838,RaissaDevereux,1,False
9839,bylenasun,0,False
9841,EmoryUniversity,1,False
9843,margreis9,0,False
9844,mileskimball,1,False
9845,rickberke,0,False
9846,peterdadamo,1,True
9847,AllThingsCBS47,0,False
9848,Zoot16,0,False
9850,drricardocorrea,0,True
9851,CatHaven04,1,False
9854,clevelanddotcom,1,False
9856,ShaneTHazel,0,False
9857,PaulHarrisShow,1,False
9858,EmeryvilleMatty,1,False
9859,SkyNetPlatform,0,False
9860,ZZach1958,0,False
9861,jonathanrockoff,0,False
9862,MonicaGandhi9,1,True
9863,AlanDukeNews,-1,False
9864,WFXGFOX54,1,False
9866,cgtnamerica,1,False
9867,DevonHill95,-1,False
9868,AugustCohen4,-1,False
9869,erlichya,0,False
9870,Dereklowe,1,False
9871,CommodusJTrump,-1,False
9872,NCThirdAge,1,False
9873,KION546,1,False
9874,SpecNews1SoCal,1,False
9875,PJuthani,0,False
9876,Alicia_Smith19,1,False
9878,kishineff,1,False
9879,BigDataNova,0,False
9880,ArifFazel_AcAdv,1,False
9881,PrometheusIsGod,0,False
9882,greg_folkers,1,False
9883,jasetaro,0,False
9884,OryoJohn,1,True
9885,USDMRECRUITER,0,False
9886,dog884,-1,False
9887,_APCI,1,False
9888,JCPress,1,False
9889,EdenHealthInc,0,False
9890,FOX42KPTM,1,False
9891,angeladallman,1,False
9892,cafepharma,1,False
9893,kgusler,1,False
9895,tudor_jacob,1,False
9896,HIVpxresearch,1,False
9897,VOAStevenson,0,False
9898,catheadmoon,0,False
9899,adamfeuerstein,0,False
9900,sentineltribune,1,False
9901,covid_quest,0,False
9902,KABBFOX29,1,False
9903,NewsfeedsMedia,1,False
9906,Todd_Yancey,0,False
9908,KITV4,1,False
9910,TubaAgartan,1,False
9911,ms101phd,-1,False
9912,JHU_Alumni,0,False
9913,ej23ny,1,False
9914,houndcl,1,False
9915,Diogenesai,1,True
9916,JohnsonDelreo,0,False
9917,FOX47News,1,False
9918,StarTribune,1,False
9919,MPRnews,-1,False
9920,Fall21MRKCFO,0,False
9921,CrewzTom,1,False
9922,8NewsNow,1,False
9923,masslivenews,1,False
9924,ASMicrobiology,0,False
9926,CJsportseditor,1,False
9927,abinader,0,False
9928,LisaKearnsNYC,1,False
9929,MonicaGandhi9,1,True
9930,Mike_WalshNH,1,False
9931,DonnaYoungDC,0,False
9932,equity_newswire,1,False
9933,jrcflatheadmemo,1,False
9934,ASHPOfficial,0,False
9935,clemoscatarina,0,False
9936,inversedotcom,0,False
9937,heyjudenyc,1,False
9939,Adlee7873,1,False
9940,melissa_repko,1,False
9941,fpizart,0,False
9942,CNNSitRoom,-1,False
9943,FOX13Memphis,0,False
9944,LawrenceGostin,0,False
9945,lori_socal,0,False
9946,travesocial,0,False
9947,davidchao,0,False
9949,chickenproduc,-1,False
9950,JohnsHopkinsSPH,1,False
9951,timothysheahan,1,False
9952,Boghuma,1,False
9953,Rose52413,1,False
9954,SiebFinancial,1,False
9955,clarkwork,1,False
9956,icowrich,1,False
9957,NoureddinMD,1,False
9958,KTXS_News,1,False
9959,Monicadisaster1,1,False
9960,MaviG61502820,1,False
9961,sambowne,0,True
9962,LizHIVHep,1,False
9963,WLNS,0,False
9964,WashTimes,0,False
9965,PhilKainbacher,1,False
9966,abc4utah,1,False
9967,fox13seattle,0,False
9968,ZehabeshaNews,1,False
9969,OliviaKXLY,1,False
9971,janehughesmd,1,True
9972,ykramerezha,-1,True
9973,njchamber,1,False
9974,ABC30,0,False
9975,WCCBCharlotte,1,False
9976,Sage92377624,0,False
9977,KaratGold17,-1,False
9979,GrahamAlbert11,1,False
9980,AllthingsFOX30,0,False
