,screen_name,stance,med
5363,GetTheDailyDirt,1,False
5364,newsfilterio,0,False
5365,CNETNews,1,False
5366,jackcchow,1,False
5367,maloym,0,False
5368,newsfilterio,0,False
5369,CaryB,1,False
5370,CNET,1,False
5371,RealNoraC,-1,False
5372,Neil_Mehta,1,True
5374,GreenwichTime,1,False
5375,avivajazz,1,False
5376,StephenQ3340,-1,False
5377,Trevor_Just,-1,False
5378,fudgelitarian,0,False
5379,CMLviz,1,False
5380,observer,-1,False
5382,KSHB41,1,False
5383,GlobalPHObserv,0,True
5385,ClevelandKait,1,False
5386,JoeCool212,0,False
5387,golferhhi,1,False
5388,NewsandRecord,1,False
5389,TINFacebookNews,0,False
5390,firstwavebio,1,False
5391,TLeeOnTV,1,False
5393,roanoketimes,1,False
5394,dothaneagle,1,False
5395,mssnytweet,0,True
5396,lehighvalley,1,False
5397,FOXBaltimore,1,False
5398,ChenueHer,1,False
5399,AskMeDrSmartDNP,1,False
5400,okusanyamd,1,False
5401,NewsTalk780KOH,1,False
5402,drsajumathew,1,True
5403,CBS58,1,False
5404,vedatgurer,0,False
5405,itscmonsta,0,False
5406,FCN2go,0,False
5407,deaconheel,1,False
5408,seagertp,1,False
5409,Dereklowe,0,False
5410,bistrib,1,False
5412,HenryParsons77,1,False
5413,bigpharmaguy,0,False
5414,mooresvilletrib,1,False
5415,AltenbergLee,0,False
5416,ashhiron,1,False
5417,wdtnews,1,False
5418,BlaireGreg,-1,False
5420,wu_america,-1,False
5422,ms101phd,0,False
5423,jeremywsyx6,1,False
5424,BernieMeyerson,1,True
5425,Nav_Imagine,1,False
5426,EINPharmaNews,0,False
5427,wcfcourier,1,False
5428,News3LV,1,False
5429,TPFBreakingNow,0,False
5430,newsfilterio,0,False
5431,KDRV,1,False
5432,YahooNews,1,False
5433,NBCPhiladelphia,1,False
5434,Evelyn31721,0,False
5435,nealeferguson,0,False
5436,heralddispatch,1,False
5437,ericMstrauss,1,False
5438,StartHereABC,1,False
5439,IDSE_Online,1,False
5440,kellymnyc,1,False
5441,ConservVoice,0,False
5442,thehill,1,False
5443,OlbertSarah,0,False
5444,ABC13News,1,False
5445,The_Citizen,1,False
5446,LaurenTalottaTV,1,False
5447,ewellnessmag,1,False
5448,BruiserK,1,False
5449,DeviantTruMasta,1,False
5450,ZAQSBusiness,1,False
5451,WDTN,-1,False
5452,ModernTimesLB,0,False
5453,Garbage_Noise,0,False
5454,MDEdgeObGyn,0,False
5455,Adferonewsmedia,1,False
5456,BebeBuboes,1,False
5457,JeanniePatch,0,False
5458,qctimes,1,False
5459,NewsTimes,1,False
5460,FOXLA,0,False
5461,TaisonBell,1,True
5462,KDKA,1,False
5463,iambatmandoug,1,False
5465,dan_horwi5z,1,False
5466,EugeneAustin,1,False
5467,6abc,1,False
5468,utahpublicradio,1,False
5469,bylenasun,1,False
5470,cfeinhals1966,1,False
5471,RickSmithShow,1,False
5472,WETM18News,1,False
5473,SPECNews1BUF,1,False
5474,FremontTribune,1,False
5475,IndyJones2021,-1,False
5476,PhilPutney,1,False
5477,dbens1,1,False
5478,CBS6,1,False
5479,WSPA7,1,False
5480,missoulian,1,False
5481,ABC7NY,1,False
5482,SalleeSays,-1,False
5483,riisacoff,1,False
5484,shrimpzoo,0,False
5485,nbc15_madison,1,False
5487,CTelegram,1,False
5488,dayton247now,1,False
5489,WTGSFOX28,-1,False
5490,mapocoloco,0,False
5491,superrsema,1,False
5492,1010WINS,1,False
5493,CNBC,1,False
5494,trikomes,0,False
5495,BillGates,1,False
5496,James_Escarcega,1,False
5497,News12BK,1,False
5498,GonzGovConsult,1,False
5499,360mediaX,0,False
5500,Portland_Beer,1,True
5501,zainrizvi,0,False
5502,thehill,1,False
5503,kmpossiblemke,1,False
5504,kfvsnews,1,False
5505,AliRaja_MD,1,True
5506,NBCNews,1,False
5507,WMCActionNews5,1,False
5508,SeredaMcLaughl1,1,False
5509,mrkitesurfer,1,False
5510,hduverge,-1,False
5511,AJBlackston,0,False
5512,8NEWS,1,False
5513,thehill,1,False
5514,WCBD,1,False
5515,MSN,1,False
5516,nbcwashington,1,False
5517,JGTCOnline,1,False
5518,YDanasmithdutra,0,False
5519,TheMiamiTimes,1,False
5520,WmHaseltine,0,False
5521,RichTorrenzano,1,False
5522,Carolyn6800,0,False
5523,expresso_max,0,False
5524,LaCrosseTribune,1,False
5525,BolingerLeslie,1,False
5526,amitsharmalie,1,False
5527,rrabg5,1,False
5528,CandaceScalese,1,False
5529,MeBeHealthy,1,False
5530,rocky60,1,False
5531,SoumenDebUSA,1,True
5533,mcall,1,False
5534,adamfeuerstein,1,False
5535,KAKEnews,1,False
5536,LindseyMastis,0,False
5537,StephanieCion,0,False
5538,denuribe73,1,False
5539,BellevueLeader,1,False
5540,ABC7Chicago,1,False
5541,aspeninnovators,1,False
5543,madisondotcom,1,False
5544,accuweather,1,False
5545,Sassypaws,-1,False
5546,DailyProgress,1,False
5547,WTOC11,1,False
5548,TopStockAlerts1,1,False
5549,stevengberman,-1,False
5550,chorswell,-1,False
5551,tomthuang,0,False
5552,dbens1,-1,False
5553,CIDRAP,1,False
5554,barefootgbs,1,False
5555,TheChestnutPost,1,False
5556,nwi,1,False
5558,Robert44279020,1,False
5559,FRSNOGREENPARTY,1,False
5560,MSmelkinsonPhD,1,False
5561,theindependent,1,False
5562,FOX59,1,False
5563,stevengberman,1,False
5564,journalonline,1,False
5565,newsfilterio,0,False
5566,Majormac1,0,False
5567,JourneyTrade,0,False
5568,OnFocusNewsWi,1,False
5569,TheWordofDon,-1,False
5570,jasoncrawford,1,False
5571,CIDRAP,1,False
5573,CBS_42,-1,False
5574,GoDanRiver,1,False
5575,xpostnews,1,False
5576,ubeenstryked,-1,False
5577,newspressnow,0,False
5578,WHAS11,1,False
5579,NC5,1,False
5580,LisaHuttoMD,1,True
5581,stltoday,1,False
5582,JennSchanzWXYZ,0,False
5583,WNCN,1,False
5584,wnct9,-1,False
5585,ZAQSBusiness,1,False
5586,GaraventoA,1,False
5587,chicagomediaX,1,False
5588,WTAJnews,1,False
5589,7NewsDC,1,False
5590,CulpeperSE,1,False
5591,swshipman,1,False
5592,pistachreviews,0,False
5594,AAPSonline,-1,True
5595,Dio_Zeed,0,False
5596,mrtweetNretweet,1,True
5597,NACCHOalerts,1,False
5598,WRAL,1,False
5599,thehill,1,False
5600,fwtoney,1,False
5602,abc7newsbayarea,1,False
5603,chicagomediaX,1,False
5604,NewsVirginian,1,False
5605,NJBIZ,1,False
5606,Chandrahari,1,False
5607,HODL317,0,False
5608,FOX46News,1,False
5609,rmgg5553,-1,False
5610,WPSDLocal6,1,False
5611,7News,1,False
5612,TALK1370,1,False
5613,justrich1121,-1,False
5615,tedbarnett,1,False
5616,Adaya77,1,False
5617,aspenbio,0,False
5618,12NewsNow,0,False
5619,justrich1121,-1,False
5620,dcfairbank,0,True
5621,69News,1,False
5622,RTDNEWS,1,False
5623,sanghyuk_shin,0,False
5625,LindseyMastis,1,False
5626,Nightline,1,False
5627,HumanProgress,1,False
5628,auvius,1,False
5629,GSU_Research,1,False
5630,PapillionTimes,1,False
5631,ScienceNews,-1,False
5632,insider_ct,1,False
5633,tdietterich,0,False
5634,MaxHPF,0,False
5635,cenmag,0,False
5636,statesville,1,False
5637,theIOpod,0,True
5638,cmst3,1,False
5639,CSTribune,1,False
5640,FOX42KPTM,1,False
5641,TessierMic,0,False
5642,jessmenace,1,False
5643,MissingNOLA,1,False
5644,IAmTonyaNash,1,False
5645,EINTeaPartyNews,1,False
5646,ScienceNews,1,False
5647,KPBSnews,1,False
5648,StockboyChris,1,False
5649,carlquintanilla,0,False
5650,iowasnewsnow,1,False
5651,aspenbio,0,False
5652,laurieallee,-1,False
5653,BlaireGreg,-1,False
5654,MSuzman,1,False
5655,Angell16915333,1,False
5656,Clay1016,-1,False
5657,Chrisawesome63,1,False
5658,Carolyn6800,0,False
5659,Josiah_Walrus,1,False
5660,jwgain01,1,False
5661,TwainsMustache,1,False
5662,InStepHealth,1,False
5663,ericjem7,1,False
5665,amitsharmalie,1,False
5666,HEALCalifornia,-1,False
5668,realwillmeade,-1,False
5669,billingsgazette,1,False
5670,TVAmy,1,False
5671,KFILE,1,False
5672,AJHilton_News,1,False
5673,dbaffoe,1,False
5674,Dispatch_Argus,1,False
5675,FOXBaltimore,0,False
5676,dlgiv_,1,False
5677,RuhleOnMSNBC,1,False
5678,TheTandD,1,False
5679,mike_muffler,-1,False
5680,Boghuma,-1,False
5681,wcbs880,1,False
5682,MSuzman,1,False
5683,megtirrell,-1,False
5684,BlueBirdChatter,-1,False
5685,getGifthealth,1,False
5686,Tiarly007,1,False
5687,IndyJones2021,-1,False
5688,stevengberman,0,False
5689,twhitfill,1,False
5690,HuffPostWomen,1,False
5692,NNVCNYSE,1,False
5693,JoePiscopoShow,0,False
5695,kimzocco,1,False
5696,ReginaPhelps,1,False
5697,Noreen_Believes,1,False
5698,WPLGLocal10,1,False
5699,kslnewsradio,1,False
5700,OrangeHealthNC,1,False
5701,OWHnews,1,False
5702,newsfilterio,1,False
5703,drsajumathew,1,True
5704,PTrooth,0,False
5706,jrosenbaum,-1,False
5707,wacotrib,1,False
5708,JudyMinkoff,1,False
5709,DavidKotokGIC,1,False
5710,mhai56,1,False
5711,melissacain1,1,False
5712,VIXC_News,0,False
5713,illinoynce,1,False
5714,CumlerHannah,0,False
5715,wkyc,0,False
5716,ECGreaves,0,False
5717,DocMarkPlotkin,0,False
5718,11AliveNews,0,False
5719,TheGolfClub,0,False
5720,WLTX,0,False
5721,Brooklynwatch,0,False
5722,linnyc2000,0,False
5723,JustinGomezABC,0,False
5724,LisaTheRiveter,0,True
5725,srini_venkat,1,False
5726,ksprnews,1,False
5727,WatchOurCity,0,False
5728,QuantData,0,False
5729,chicagotribune,0,False
5730,360mediaX,0,False
5731,peterdadamo,-1,True
5732,IamGoldie22,0,False
5733,Reporter_Brooke,0,False
5734,DrGerryParker,1,False
5735,dsupervilleap,0,False
5736,KYWNewsradio,0,False
5737,MarkCavitt,0,False
5738,mrspanhead,0,False
5739,WillieGeist,1,False
5740,kytv,1,False
5741,AtheistEngineer,1,False
5742,kron4news,0,False
5743,TALK1370,1,False
5744,NBCNews,1,False
5745,LizSzabo,0,False
5746,craiivey,0,False
5747,jones410,0,False
5748,HerbScribner,0,False
5749,ABC6,1,False
5750,wpbf_todd,1,False
5751,joehick58,0,False
5752,CNNPolitics,0,False
5753,DavidKnutsonPP,0,False
5754,nyrxman,0,False
5755,WylieWied,0,False
5756,jaredberry,-1,False
5757,margreis9,0,False
5758,WFRVLocal5,1,False
5759,DenverChannel,0,False
5760,hollymenino,0,False
5761,WSILNews,0,False
5762,bylenasun,0,False
5763,schenAP,0,False
5764,RonniBerke,0,False
5765,JonesMurphy,0,False
5766,Aaron_R_Hall,0,False
5767,vaviola,0,False
5768,MichalHigdon,0,False
5769,KKTV11News,1,False
5770,12News,1,False
5771,ksdknews,0,False
5772,TheHerald_Sun,1,False
5773,marykbruce,0,False
5774,barrypopik,1,False
5775,juanleonardoneg,0,False
5776,dancooper5163,0,False
5777,marcaweiss,0,False
5778,JudyRien,0,False
5779,AlyannaKHarina,0,False
5780,nvilleledger,1,False
5781,earlekimel,0,False
5782,janetate,0,False
5783,POTUSbot1,0,False
5784,wolfejeff,0,False
5785,FOXProvidence,1,False
5786,TheStreet,1,False
5787,ktdarcy,0,False
5788,939TheEagle,0,False
5789,MikenzieFrost,0,False
5790,Mcknife1952,0,False
5791,dailypenn,1,False
5792,news6wkmg,0,False
5793,TomFarmerLouKY,0,False
5794,TheRReport,1,False
5795,SteveGrzanich,0,False
5796,MauriceMichael,0,False
5797,honorverity,1,False
5798,Laurie_Garrett,1,False
5799,JamesGLeckie,1,False
5800,lauriemcginley2,0,False
5801,jacksonjudy10,0,False
5802,MPRnews,0,False
5803,StarTribune,0,False
5804,ZekeJMiller,0,False
5805,KMChanko1,1,False
5806,Rose25379995,1,False
5807,SentandEnt,1,False
5808,Moderateleft,0,False
5809,malbertnews,0,False
5810,News3LV,0,False
5811,dailyitem,0,False
5812,Clay1016,0,False
5813,HaroldWallin,0,False
5814,NickRoxLaw,0,False
5815,DrDavidKass,0,False
5816,GuthrieDavis,0,False
5817,kpmitton,0,False
5818,AlyssaGambone,0,False
5819,NewsMurder,1,False
5820,stltoday,0,False
5821,raluca3000,0,False
5822,MillardFillmor1,0,False
5823,WGNRadioNews,1,False
5824,local24janice,0,False
5825,CrossroadsToday,0,False
5826,jcmincfl,1,False
5827,NewsOn6,0,False
5828,OliviaKXLY,0,False
5829,RamiMayron,0,False
5830,rocketcitynow,0,False
5831,WendyLouWho11,1,False
5832,MikeWoodard,1,False
5833,KCJJ,0,False
5834,thorpus,1,False
5835,WKRN,1,False
5836,bulkarn,0,False
5837,AnnapCreative,0,False
5838,ABC10,0,False
5839,cnbc_business,0,False
5840,DrMcKinn,1,True
5841,FOX46News,1,False
5842,MegKinnardAP,0,False
5843,KENS5,1,False
5844,serranonews,1,False
5845,ArmyRegan,-1,False
5846,Tina_DeJarld,0,False
5847,EyesOnGovernmnt,0,False
5848,WKBW,0,False
5849,Ariel_Peele,0,False
5850,newsobserver,1,False
5851,MaxGrossfeld,0,False
5852,Lampgen_CR,-1,False
5853,TrefoilArabella,0,False
5854,bbttychmbrs,0,False
5855,516carmelo,1,False
5856,mwilde22,0,False
5857,GCallahan2,1,False
5858,CostantiniWHear,0,False
5859,APunkRockFuture,1,False
5860,7News,1,False
5861,KGWNews,0,False
5862,emilyrauhala,0,False
5863,gelles,0,False
5864,LowellSunNews,1,False
5865,bd_howell,1,False
5866,PeterSteinberg1,0,False
5867,fox11news,0,False
5868,Lizerenity,0,False
5869,leesarhoden,0,False
5870,wyattspharmacy,1,False
5871,bluepolitics_,0,False
5872,WRDW_WAGT,1,False
5873,CayleThompson,0,False
5874,ofriel,0,False
5875,Ingvald1,0,False
5876,acryts,1,False
5877,ResisterDude,0,False
5878,WokeOldMan,0,False
5879,News4SA,1,False
5880,therick3745,1,False
5881,GothamConcierge,0,False
5882,WickedSmaaaht,0,False
5883,parkersewell1,0,False
5884,KREM2,0,False
5885,anontradingroup,0,True
5886,newsman82,1,False
5887,lachance77,0,False
5888,syael1339,1,False
5889,nancook,1,False
5890,thewapb,1,False
5891,jasonlschwartz,1,False
5892,RobertJRalston,0,False
5893,KRNV,0,False
5894,ndionne2020,1,False
5895,candacemcc,0,False
5896,Phil_Mattingly,0,False
5897,BerkeleyJr,0,False
5898,janetnovack,0,False
5899,GuildWest,1,False
5900,wzzm13,0,False
5901,DarthDandious,0,False
5902,SiteFocusHQ,0,False
5903,WGNNews,1,False
5904,CarolForden,1,False
5905,ma_nyc7,0,False
5906,meredithllee,0,False
5907,exline_ken,0,False
5908,laurenpeikoff,0,False
5909,MathewFriedman,0,False
5910,wusa9,0,False
5911,KGNSnews,0,False
5912,WatchOurCity,0,False
5913,WatchOurCity,0,False
5914,SawyerJerry,0,False
5915,sonneyjo,0,False
5916,AMartinezNYT,0,False
5917,lodgeofdonald,1,False
5918,grumblecore,0,False
5919,PHLBizJournal,0,False
5920,FOX8NOLA,1,False
5921,ByAdamWagner,-1,False
5922,FOXWestTexas,0,False
5923,13WREX,0,False
5924,MarketWatch,0,False
5925,LouisOrtiz92,0,False
5926,LilyRex,0,False
5927,WTNH,1,False
5928,MarkianHawryluk,0,False
5929,abc4utah,0,False
5930,Propllrhead,0,False
5931,lisa_hilmi,0,True
5932,SueTabler,-1,False
5933,Marshalls_Human,0,True
5934,jaskolka_b,0,False
5935,fox12oregon,0,False
5936,LorneEC3,1,False
5937,HealthInfoSTAT,0,False
5938,twinfallstn,0,False
5939,amtraq,-1,False
5940,PIX11News,1,False
5941,rifflerunnpool,1,False
5942,forwardarc,0,False
5943,1bellsd,0,False
5944,feed_stocks,0,False
5945,Biotecchie,0,False
5946,CarolOnAdvLaw,0,False
5947,NikonDSLR63,0,False
5948,RachelA_Adler,0,False
5949,stevemacwv,1,False
5950,RiegerReport,0,False
5951,KTULNews,0,False
5952,RobWayTV,0,False
5953,WiStateJournal,0,False
5954,RogerSBaker2,0,False
5955,midtownNY,0,False
5956,JohnBechard,0,False
5957,CostantiniWHear,0,False
5958,MalloryNews,0,False
5959,biffrendar,0,False
5960,ericMstrauss,0,False
5961,fox8news,1,False
5962,tackettdc,0,False
5963,dellgoetz,0,False
5964,MarketCurrents,1,False
5965,RETJ55,1,False
5966,HorizonsOne,1,False
5967,clickondetroit,1,False
5968,CNBC,0,False
5969,5dogs2catsBrown,1,False
5970,theobserver,1,False
5971,lisamjarvis,1,False
5972,KeithLong74,-1,False
5973,WAOW,0,False
5974,NBCConnecticut,0,False
5975,OSAPtweets,0,False
5976,jlwoods0241,0,False
5977,ABatemanHouse,1,False
5978,MichaelTJasper,0,False
5979,AngelaDejene,0,False
5980,NedPagliarulo,0,False
5981,Kasia_HP,-1,True
5982,georgegallagher,-1,False
5983,fpizart,-1,False
5984,beaudyk,-1,False
5985,lweisenthal,1,True
5986,Honoratoo,0,False
5987,YahooFinance,0,False
5988,napcpro,-1,False
5989,illbetudo,1,False
5990,CalHealthline,-1,False
5991,lweisenthal,-1,True
5992,megtirrell,0,False
5993,SantitaJ,-1,False
5994,rmchavin,1,False
5995,BlueWave2020NY,1,False
5996,RamonGovea,-1,False
5997,megtirrell,0,False
5998,peterpham,-1,False
5999,Medevah,0,False
6000,searchgirl40,-1,False
6001,PTrooth,1,False
6002,PropterMalone,-1,False
6003,AFTvitaliy,0,False
6004,goldstocktrades,-1,False
6005,Dereklowe,-1,False
6006,greekgoddess232,0,False
6007,bryanjarabek,1,True
6008,BWUIC,1,False
6009,InfoAppTo,-1,False
6010,jdel1322,-1,False
6012,WatchOurCity,-1,False
6013,moderateRepand1,1,False
6014,sdbn,0,False
6015,WinkWeary,1,False
6018,newsfilterio,0,False
6019,DrDenaT,-1,False
6020,SniffOutStocks,0,False
6021,MartyMakary,0,False
6022,Turbohook,-1,False
6023,Don_Alexander,1,False
6024,DrCMTeague,0,True
6026,sfbionetwork,0,False
6027,sandraguy,0,False
6028,jjgiablue,1,False
6029,G1ftedMusic,-1,False
6030,PIANORAMA,0,False
6031,florian_krammer,0,False
6032,3063Facts,1,True
6033,SheepDuster,-1,False
6034,greekgoddess232,-1,False
6035,adamfeuerstein,-1,False
6036,C_Garthwaite,0,False
6037,CharaStone6,1,False
6038,drummondscico,1,False
6039,AutomationWorkz,0,False
6040,LuoshengPeng,-1,False
6041,PTrooth,1,False
6042,ninonaprea,-1,False
6043,lordjonas88,0,False
6044,ms101phd,1,False
6045,RDomingoPhoto,-1,False
6046,MarketCurrents,0,False
6047,NewExpressNews,-1,False
6048,japradeep,1,False
6049,sernakay2,0,False
6050,cnbc_business,-1,False
6051,lordjonas88,-1,False
6052,RDomingoPhoto,-1,False
6053,fredwalton216,-1,False
6055,ZacharyBrennan,-1,False
6056,nurselindasusan,1,True
6057,equity_newswire,0,False
6058,FuruKyouka,1,False
6059,TonyFauci2,-1,False
6060,amydipa,1,False
6061,AmberOwens18,-1,False
6063,MarketWatch,0,False
6064,rizzafilms,0,False
6065,ReemsLandreth,0,False
6066,JonesVelwil9,0,False
6067,DianeB528,0,False
6068,donnellyclairee,1,False
6069,william_sacrey,1,False
6070,lancejepsen,0,False
6071,FOX26Houston,0,False
6073,RealKPenceNotSL,-1,False
6074,DTPORGE,1,False
6075,AmyHazzard2,-1,False
6076,WFAE,0,False
6077,WWJ950,1,False
6078,Hot103Jamz,1,False
6079,fox7austin,0,False
6080,WJTV,0,False
6081,merckff,0,False
6082,JonMertz,1,True
6083,iamdreamiana,0,False
6084,keith_caughran,0,True
6085,YahooNews,0,False
6086,CBSNews,0,False
6087,MKRN_Kennedy,1,True
6088,6abc,1,False
6089,chicagotribune,0,False
6090,ChadBown,0,False
6091,wcax,1,False
6092,IBTimes,0,False
6093,lrbarrit,0,False
6094,BlissAnnHerlihy,1,False
6095,NCCommerce,0,False
6096,Marley__Monroe,1,False
6098,MedicalNassau,0,False
6099,KAMRLocal4News,1,False
6100,nationshealth,0,False
6101,komonews,0,False
6102,lizrosej,0,False
6104,MaryBittel,1,False
6105,Q13FOX,0,False
6106,NBC29,0,False
6107,westsidehealth,1,False
6109,maiamimi,1,False
6110,UNCpublichealth,1,False
6111,SharonH65535933,1,False
6112,skrups,1,False
6113,foodedge,0,False
6114,EkbergLaurie,-1,False
6115,mboothdenver,1,False
6116,RealSamMartin,0,False
6117,KendallHarmon6,1,False
6118,WatchOurCity,0,False
6119,nd_news,0,False
6120,thecolumbian,1,False
6121,JonnyAis,0,False
6123,thenewsoncnbc,0,False
6124,CBS4Local,0,False
6125,StearnsLab,0,False
6126,GeorgeArztComm,1,False
6127,alice4u2010,0,False
6128,NadiaGalindoTV,1,False
6129,yhjones,0,False
6130,dayton247now,0,False
6131,WatchOurCity,0,False
6132,KDKARadio,1,False
6133,cbsnewspath,0,False
6134,JuliusMaresh,1,False
6135,markpoloncarz,1,False
6136,NBCNewYork,0,False
6137,FrancoOrdonez,0,False
6138,OneidaDispatch,1,False
6139,LawrenceGostin,0,False
6140,newsbreakApp,0,False
6141,ChrisSilvaDRG,0,False
6142,lipoftv,1,False
6143,Johnnyjeep4,0,False
6144,FOX13News,0,False
6145,DianeB528,-1,False
6146,KTVU,0,False
6147,tali731,0,False
6149,bayareabutchers,0,False
6150,RealtorJairo,1,False
6151,EntropyPress,-1,False
6152,katiecouric,1,False
6153,ProfectuSystems,0,False
6154,ArteZendejas,0,False
6155,AnilKarihaloo,1,False
6156,BreakinNewz01,0,False
6157,YdnewRrek,-1,False
6158,SpokesmanReview,0,False
6159,KETV,1,False
6160,brlowder69,0,False
6161,AnnMarieByrnes,0,False
6162,GeoffRBennett,0,False
6163,LilHulkQ,1,False
6164,JanieGynn,-1,False
6165,Skankbones2,1,False
6166,GRevmgbrown4,1,False
6167,kamcb29,-1,False
6168,JamesJosephIgoe,0,False
6169,FortuneMagazine,0,False
6170,ClohertyWTOP,0,False
6171,WHLT22,0,False
6172,MikeyNeverMike,1,False
6173,JustinTHoffman,0,False
6174,MadmanBantering,-1,False
6175,foxcarolinanews,0,False
6176,ForGoodVentures,1,False
6177,pragpro,0,False
6178,jamiegray,0,False
6179,PansyKhan,1,False
6180,brookskcbsradio,1,False
6181,JeyLeand,1,True
6182,keith_caughran,0,True
6183,DavidLWindt,1,False
6184,mattdepoint,1,False
6185,chadterhune,0,False
6186,NBC6News,0,False
6187,BusyDrT,0,True
6188,wjz,0,False
6189,LaneChambers,0,False
6190,MarketPrice14,0,True
6191,SNCCLA,1,False
6192,karenbrennanb,0,False
6193,rileyraygriffin,1,False
6194,WhatsGoodAlrgy,0,False
6195,karenbrennanb,0,False
6196,karenbrennanb,0,False
6197,karenbrennanb,-1,False
6198,JonesBonus,-1,False
6199,TouTzuSays,0,False
6200,Brian_Orak,1,False
6201,karenbrennanb,0,False
6202,GuyNAustin,-1,False
6203,Brian_Orak,1,False
6204,luzi_ann,0,False
6205,BradleeDean1,-1,False
6207,MIOvarianCancer,1,False
6208,EthicsSteve,0,False
6209,karenbrennanb,0,False
6210,MerckManualPro,1,False
6212,BradleeDean1,-1,False
6213,rmchavin,-1,False
6214,SweetwaterCoFL,0,False
6215,Brian_Orak,1,False
6216,shawnschexy,1,False
6217,Kmega4,-1,False
6218,pamg8tr,-1,False
6219,Jewels32321,-1,False
6220,catluvr71,-1,False
6221,DelthiaRicks,1,False
6224,roomof13doors,-1,False
6225,Neferast,1,False
6226,roomof13doors,-1,False
6227,MiaBoardmanSmit,-1,False
6228,girly_GRRRL,1,False
6229,Zhozhoma,1,False
6237,DailyGrumbles,-1,False
6240,Kmega4,0,False
6241,Robisyouragent,0,False
6243,meganwaelz,-1,False
6244,carlquintanilla,0,False
6245,MsShockler,0,False
6248,joesports16,1,False
6250,quicksilver99,1,False
6251,wiseoldwoman,1,False
6252,leslieebersole,-1,True
6253,frumiousjubjub,0,False
6256,GlenAlanBurris,1,False
6263,LisaSeaFL,1,False
6266,ShaferJ4428,-1,False
6267,Riversong_NC,1,False
6269,jasonc5783,-1,False
6270,vaxxedandproud,-1,False
6271,JustOneVoiceNow,0,False
6276,icujock2020,0,True
6277,aspenbio,0,False
6279,BeeCallaway,-1,False
6282,JMHall628,-1,False
6284,MarketCurrents,0,False
6286,DeanieDeene,0,False
6287,SocialCitations,1,False
6289,professor_surf,0,False
6295,Alicia_Smith19,0,False
6301,GritzoRoberto,-1,False
6302,thepn_org,1,False
6303,BartBubbly,-1,False
6304,SeanyBs,1,False
6306,rewtoetzi,1,False
6307,ShawnaNYC,1,False
6308,elisha1022,0,False
6310,ms101phd,-1,False
6313,babbles,-1,False
6315,AMikofsky,-1,False
6318,travesocial,1,False
6319,MarkHoofnagle,-1,True
6320,Transigence,1,False
6326,Carolyn40911932,1,False
6329,carrie_byington,1,True
6331,jjalex206,-1,False
6332,guitarcoder,0,False
6334,markfmccarty,1,False
6335,NV96308613,-1,False
6337,DigitAlSack,0,False
6338,MKULTRA_83,1,False
6339,jaskolka_b,1,False
6340,yngresearch,1,False
6341,benryanwriter,1,False
6342,KTVN,1,False
6343,Wondermint2,-1,False
6344,ToddHartog,1,False
6345,ZimInSeattle,1,False
6346,EINPfizerNews,-1,False
6347,callanswag2,1,False
6348,SarahJReports,1,False
6349,rmowl1,0,False
6350,Forbes,0,False
6352,yhjones,1,False
6353,Albany_Herald,-1,False
6354,tryingBot05,1,False
6355,MountainPassage,-1,False
6356,Jfweston78,1,False
6357,mal_sdca,-1,False
6358,B52Malmet,0,False
6359,NBCPhiladelphia,1,False
6360,clevelanddotcom,0,False
6361,DonnaMasters111,1,False
6362,wyffnews4,1,False
6363,MaryNordquist,-1,False
6364,didntvoteObiden,1,False
6365,ProfectuSystems,1,False
6366,abc7breaking,1,False
6367,Sp3Podcast,1,False
6368,NYDOUGH,1,False
6369,loisrp,0,False
6370,Messe3Christina,1,False
6371,JadeRhinos,0,False
6372,ArthurCaplan,0,False
6373,amymitchellart,-1,False
6374,Spacereportern1,1,False
6375,KCCINews,0,False
6376,SkyNetPlatform,1,False
6377,GeorgiaNews66,1,False
6378,drjkahn,-1,False
6379,sentineltribune,1,False
6381,benryanwriter,-1,False
6382,MargoLogan,0,False
6383,knox1816,-1,False
6384,unhealthytruth,1,False
6385,PepperInVegas,0,False
6386,travesocial,0,False
6387,GenScript,1,False
6388,QZSmith,1,False
6389,AuforGA,0,True
6390,coexist316,-1,False
6391,clynch940,1,False
6392,MarkVLaPolla,1,False
6393,YahooNews,0,False
6394,tatianycoeuvre,-1,False
6395,crutchfoot,1,False
6396,xpostnews,1,False
6397,FOX19,0,False
6398,chicagomediaX,0,False
6399,kimcommvideo,1,False
6400,jjgiablue,1,False
6401,theringa,1,False
6402,BrentCa24718741,1,False
6403,TomKephart,0,False
6404,DrJeanneM,0,True
6405,EINPharmaNews,1,False
6406,abc27News,-1,False
6407,Carol38553,0,False
6408,susanbyrnes,1,False
6409,AbrahamsLineage,1,False
6410,timestribune,0,False
6412,mhai56,1,False
6414,_oftoday_,1,False
6415,foxcarolinanews,0,False
6416,tdtnews,-1,False
6417,JaneLindholm,1,False
6418,newsfilterio,0,False
6419,stein_elke,1,False
6420,sonaliranade,1,False
6421,1776_resistance,0,False
6422,wcti12,0,False
6423,adapadvocacy,-1,False
6424,tbdnonymous,1,False
6425,WMUR9,0,False
6426,NichoelJurgens,1,False
6427,EINGlaxoNews,0,False
6428,jenapradio,0,False
6429,Tamzilla_52,1,False
6430,SusanJHopkins,-1,False
6431,women2watchtalk,1,False
6432,yoncabulutmd,1,True
6433,Kris_Sacrebleu,1,False
6434,GiGiCaponePR,1,False
