twitter_id,dem_count,rep_count
1220106340271624192,3,5
376392888,4,1
87588593,3,4
1677337951,5,0
893364426648076288,1,0
2424961501,0,0
359458298,0,0
583300670,4,0
25408944,30,1
212226464,5,0
213559194,1,1
1212892074162282496,0,0
3110387882,0,0
1397788152882888706,0,0
964645819461890048,0,0
49979511,7,1
88558282,0,0
4717537645,1,0
754477621275156481,1,1
816614091359973376,2,0
1024472350782181377,0,0
37090621,2,0
172834985,0,0
2935306827,8,0
4282171,60,11
915746959859736576,1,0
3894514814,10,30
16631694,2,0
1387613898619056128,2,0
1338834180986331137,0,0
1224634214391271425,0,0
780451584207491072,0,15
28193216,1,0
4150854256,77,11
1174099964642746368,5,13
796894834002980864,20,0
4853602248,0,0
46406256,1,0
941194272,9,3
63020100,0,0
87275599,14,6
32444843,14,0
17183476,1,0
1299138964385722368,16,2
822908707939975169,0,0
2611983960,7,0
1237364454406447104,54,28
796232638667243520,0,0
1340659064896774144,0,0
96529529,6,1
281894167,0,0
173239403,0,0
1269394785548328962,9,1
737142202481016832,0,0
232316132,14,3
436307334,0,1
1058113068327100416,0,0
331230978,23,0
48967891,89,9
1242500527587549184,0,0
760766806390874113,0,0
1107194792897851392,0,0
2604756709,0,0
3604629192,1,0
1379698444634234880,0,0
566952415,0,36
766294721715109888,1,0
853318060052291584,0,3
149045006,0,0
349295868,1,0
53313935,0,0
112711951,3,1
1270012100681838594,0,0
1189805555449131010,0,0
1086996001,15,7
270310783,6,0
57090013,0,0
973519850160185344,4,0
259783061,0,0
384187577,5,13
2600194802,2,0
906169381088055297,0,0
1092760028413480961,0,0
1281856730096218113,0,0
19720364,5,3
2782900100,3,0
864381938269802496,0,0
2584369993,0,0
2853425326,0,0
1090188335665111040,5,1
1259937690369363968,3,5
132829850,0,0
1269974875558600705,0,0
564529222,1,0
1226270972488978432,0,0
1531420897,0,0
3383300362,5,6
1387735570173026304,1,1
85139253,3,0
464195453,2,1
120085645,0,0
487235225,0,8
43456808,0,42
115624836,0,0
104310331,8,0
1241270753439318016,0,0
706205472232058880,1,9
427159390,0,0
117820976,35,2
461272248,4,2
1149971400486244352,16,6
85939262,0,21
2875065550,7,25
195396716,2,0
1182003478786277376,1,1
155227972,0,0
20818333,0,0
991050830194331649,0,0
1263310003256975360,1,0
1102961242556239872,0,0
1346860123982069766,1,6
1225395264,0,0
472004586,2,1
59520239,2,0
215877587,72,51
58970983,0,0
1436869790279389186,0,9
1270071786026094593,0,10
1939621525,0,1
1402937126308700165,0,16
704929492633047041,0,0
1318147669672423430,7,0
98996519,0,0
18085781,28,0
55152926,0,0
1162124457768566784,49,19
1428131317,2,0
862831347014004738,9,0
2295061362,1,0
44905345,9,1
1247838131484643328,0,0
240697389,0,0
3068933499,7,15
1253976612309282816,2,0
1010495344419930112,0,0
1339773937,4,0
2175561908,0,0
166041974,31,2
2505020396,9,23
15790644,1,60
1470977551,1,6
1715434532,0,0
752127802124607488,0,0
50082793,0,13
2345299433,0,0
536528296,7,23
44003179,42,1
735516522647588864,0,0
1015683070261956609,0,1
17944633,7,0
60500098,0,0
9979202,4,0
4126420943,0,0
702910263335346181,2,0
1188351831417581568,0,0
862389619278569472,0,0
789757861546962944,0,0
2560843344,28,1
805645250798632961,1,0
1062358391467708417,0,5
1198731805479731201,0,0
2526574358,1,0
2262532860,3,0
828011044568195072,1,10
365672140,0,0
778453462224744449,0,0
2743085598,0,19
236457592,0,0
34618151,0,4
843182214091366401,0,0
289651067,2,0
1430993142992474119,0,5
16158621,19,5
40835885,0,0
4827883464,4,1
49345327,3,0
295510495,4,0
24620525,10,0
3227641566,0,0
747103161370873856,64,44
1386018159744864258,0,0
112872946,0,0
146126343,0,4
44898608,3,3
1401544940,10,0
16085027,3,22
1944116473,0,0
95370859,0,0
3270215018,1,0
913767170,16,1
2897244307,0,0
1869809930,0,0
1678922540,0,0
1335582821348360193,0,0
1264303716129222656,3,0
33838615,0,0
1120885782,0,0
1389554104515530756,1,0
308690368,10,0
1252646303219224577,0,4
1266113547060350977,1,0
75520889,2,0
1135545589175685120,0,0
1005884292,2,0
1258651823981772804,0,0
150547537,0,0
857351279844130817,1,0
213025968,5,1
2775832237,0,0
957994813202337794,0,1
1208987122952286208,0,10
1201414746932699141,1,0
95978450,1,0
1111126720537485313,5,1
22121035,3,1
3214502013,0,0
1183898776584495109,24,0
1169963612460453888,0,0
959533495302459392,0,0
1154381411614416906,0,0
181085753,0,0
15148807,1,0
1144580878129094656,1,3
995374164461563904,0,0
1206075203731673088,9,0
529252896,0,0
45679708,3,4
1332605761449381892,0,0
3199857131,2,10
966268849254432768,0,0
800111181058838528,3,0
633007391,0,14
206680505,1,0
756481778,33,2
1029355605650288640,9,1
1016786527,3,0
2978127906,0,0
424010588,0,0
1174233288,0,0
50023014,9,0
993524809458995201,0,0
1207019337397284865,2,0
849098579738275840,25,0
1245512705995345922,10,33
989558775781539840,3,0
1044592527674920962,0,0
1158740374950567936,0,0
1371829489374699528,0,0
18145273,25,21
1388076506228969474,29,2
103616908,22,1
2788271311,14,0
278724793,0,0
77057034,20,6
2173840272,0,3
989583459646693376,0,0
880351433379373056,1,0
1296678228111712257,24,1
2324604284,0,17
2921622354,0,0
1372605446926827527,0,0
15732591,0,0
1260938637190901762,5,1
48033333,1,0
595017126,0,3
1283331859225575426,0,0
135137789,9,0
1141058521540288512,0,5
799239612157804544,0,0
9401662,7,2
29280466,15,0
821763432391344128,1,0
115100811,1,0
282696635,0,0
2442170611,0,17
435677082,5,4
885087429534810112,0,5
2905886203,0,0
951850008281866240,0,0
64083835,6,11
1311151641891045378,5,1
1326792691892576256,0,0
20043561,0,0
4852529351,0,14
2415960218,17,2
2455590104,3,0
1195504871170039812,23,1
774291223842463744,0,0
429232295,3,3
2449651845,10,1
1246007335165800448,0,0
1085475696238051328,3,0
20853276,0,0
1957738496,3,0
753171021700759552,0,0
1270040553162518533,0,0
988646319504814081,0,0
239037292,13,0
977764995458101248,0,0
102900776,1,10
358588814,4,0
1375868015128932352,0,0
1198681419947675648,0,26
871902789676417024,4,0
1370189374424449027,0,0
1381190167436742661,0,0
1317099718715977728,1,1
1292115770969935877,0,0
1075041064313126912,3,0
916054388157935616,19,32
803874788347412481,0,0
3308911933,0,20
1328777031299960833,6,1
961589126,0,0
173132404,0,1
120335528,0,0
1142873584681017344,0,11
751352652542476288,0,0
13242422,2,0
523712920,0,0
45266792,47,22
3332100341,2,0
1689800292,13,2
775270486989242368,6,0
48871500,0,0
1050111,11,38
857078496,4,1
946227055,0,0
1261523297277145088,0,0
1141121816020185088,48,4
1091651479,3,0
1194892093359116288,0,0
19875548,0,1
36827047,0,0
780551122830237696,0,0
408137896,0,0
1387672859233849345,0,0
918074904884469761,0,3
1376182822143193090,2,0
1171100215,0,0
1264001728493629441,1,11
733373941385986049,0,0
1413942883175092233,2,0
99793549,33,4
437496750,0,0
2558025750,9,19
964613143535194112,0,0
1203919034091216896,0,4
1246087752346750976,9,0
3363228003,0,0
75208625,0,0
3128936032,0,16
29398045,0,0
31358286,1,1
268815203,9,1
15756056,10,13
741052320989880320,54,2
192428404,0,0
614866941,0,6
1003013426782892034,0,0
21763200,0,0
86775396,1,0
278571336,0,0
115792183,0,0
102351183,0,0
102486369,70,8
1477093922,0,0
1278805536029511681,0,0
302917923,0,6
1266298998173741057,2,0
932163331,0,32
763622502,0,0
15001278,3,0
1348856360,1,0
1000428489168900098,11,2
947606841097375747,5,3
1650937776,0,0
36354551,2,1
3070284265,0,0
1316450738126688263,3,6
1405220132,0,0
3171741623,0,0
2200496756,6,1
705540720971485184,0,20
46840852,0,0
1230909984,0,0
1150691382,0,4
1040299545647869952,0,0
1226128250738372608,21,1
109974187,31,3
3008925192,0,0
1079521638247481349,36,10
274724969,2,0
3025668196,0,23
991643523203158016,0,0
21517042,3,22
1351242744677724162,2,0
752537419841413120,52,0
131955972,7,0
2408380495,0,0
1155741776533184512,0,0
352432945,4,0
606743393,0,0
1169196050353205248,8,0
54135268,3,0
2261050285,0,0
1249472020921741312,0,0
391289375,0,0
1173981750260686848,2,0
17365337,8,14
181437486,1,2
1325104386054320129,0,0
3181372676,0,0
1092129816797532160,0,0
4824893644,0,0
313029303,6,59
373236661,2,0
3428958237,44,6
1241625246920310784,0,0
180510219,0,0
1163897373992599552,7,0
134601375,18,0
1023779690157199360,2,0
82845160,0,0
813034522174337024,3,0
1271507726548549638,3,0
1615040694,0,0
89243448,19,1
1272725976888180736,0,0
1858054808,0,0
1387043405444702218,0,0
813415272518418433,0,0
59591050,1,1
3991103002,0,4
39231393,3,0
552972882,1,0
2899641237,3,0
899068965569282050,23,0
796980642739326976,0,0
1158128493231779840,3,0
119916696,0,0
1331952965402439683,15,0
327091166,2,0
1272364687942979587,0,0
108168969,24,0
1303679586060759041,0,0
1021834680042237953,2,18
124761161,0,0
1272208726942859265,1,0
42568210,5,0
61052990,0,0
23180488,2,0
158270113,0,0
1289112863408349184,0,8
715064044521041920,0,0
824308612654891008,0,0
134748108,0,0
888808440583172096,0,0
21565678,1,0
1119303773946511360,0,1
3407760747,0,0
1291749831107440641,0,0
778408532924243968,0,0
205310438,0,0
1372527728482729990,0,15
29483019,0,0
565682158,0,0
758261283158458368,0,0
1348346430113501184,2,0
732869642637692928,1,0
1161271316445564929,0,0
783782999640907781,1,1
873391086915530752,1,0
1024340558750216192,24,4
27600143,36,3
2511985854,13,2
44305587,4,0
2341534651,0,0
17141539,6,6
173525315,2,0
293530112,0,0
841047553,0,0
1280832982664671232,0,0
2375783028,18,0
301863076,13,3
41122505,0,0
996176787544649728,0,0
3123528202,0,0
2216756795,3,0
1357470929152954373,0,5
808814343831703554,0,0
1262928715224363015,0,5
1325556599835029505,7,1
44679217,3,0
481926866,0,0
82568285,0,0
4538949312,0,0
141689134,3,0
520578624,2,0
1938260035,14,1
929583920294834176,0,0
1301811497652297728,0,0
861321213649371136,0,0
1220756768084647942,2,1
162677396,0,0
22758554,25,2
778622826492399616,0,0
1017070559283343360,0,0
2684535185,0,0
1371478090199658497,0,0
168412089,0,0
1161675626648100869,0,0
847748774,1,0
62215290,0,0
55586651,1,0
54264887,0,0
2594318954,2,0
1395407716806369284,0,0
1267541753063788544,1,1
487750550,0,1
856296749195026432,3,0
1373307880976351235,0,2
780403730264887298,3,0
17447828,18,0
1021072994,0,0
730754328873435136,5,1
87181882,0,0
480208998,0,0
23916445,3,0
16167005,1,0
41133007,3,1
1172951069695062016,6,2
1312631114750517248,0,0
19455864,20,11
208056970,0,0
1172545640360022019,1,0
90617218,0,0
1280152717697208322,0,0
92506321,6,0
831890983109419008,23,29
321543989,0,1
1387588599068172293,0,0
2367591009,0,16
1047531916130488321,3,0
353463744,0,0
25904166,28,5
1454692296759390213,0,3
132985428,0,0
713744899279945728,0,0
1339395535648796673,0,0
1492032038,1,7
905440996825206785,0,0
760088055483019265,3,0
17214427,0,0
1178231439676063745,0,0
116314524,34,16
15687090,4,2
354608446,6,4
509852113,2,0
3269772474,0,0
1247458018817716231,0,0
840826706,8,0
1336044846952435716,0,0
77687882,0,0
313101532,9,0
886247881505689601,1,0
1296635575362084866,0,1
231422245,9,4
359762342,0,0
2799206336,0,0
243571841,0,0
949866559178137600,0,0
1062232621852381185,0,0
85825729,0,0
1064127584550772736,8,0
16111859,0,0
519922506,0,0
1325899238803386370,0,0
1468413482,0,0
898667826864455680,4,0
119009375,3,0
3144549796,0,1
46332577,72,7
138393880,2,0
600793559,3,0
1246826375769665542,9,0
748093146416898050,0,0
1272685217862598659,38,25
1169793310241755137,9,3
86407660,1,1
382459756,50,3
586605529,2,28
2344240519,0,4
47200318,0,0
122370634,0,0
18847739,8,1
1224350613951021056,2,0
1272105745534730245,0,0
19334118,1,0
1363375291180011521,1,6
894348543296712704,3,0
857653208231096320,0,0
1298340776,0,0
222628269,1,0
84323513,0,0
222857565,0,0
55975183,0,0
1303345216917651456,0,0
80403551,5,0
1019237602585645057,0,0
183768531,1,0
870096913017716737,2,0
1252834189,161,6
866628698,1,0
1388103682416205824,0,0
1266008391496814600,0,0
140803179,0,0
1280330012562874369,1,0
513644650,0,0
1257420434947149824,0,1
338765074,0,1
9103452,0,1
37990569,3,4
1157063035,0,0
990092275253501953,0,0
1383994261423542274,0,0
12455202,0,0
1161901362398941184,0,0
19937107,1,23
309043147,0,0
105207193,6,5
1101076546998067200,5,0
1337087281027371008,2,0
19811866,0,0
971585804660346880,2,0
1102213411457314816,0,0
124987251,1,0
309809857,1,0
275676546,1,0
144560056,0,0
481213180,1,0
1240001034094817282,11,13
2279734332,0,0
279907660,9,48
1289923033524834304,0,16
746212775685304321,0,0
1150344486,0,0
874487692658135040,69,14
40232617,0,0
3023976062,0,0
101281165,5,0
1163619439868293120,0,0
284631409,0,0
1640766001,1,0
795107478157586432,13,1
951788797,13,0
989909329393303552,7,0
1009487035692912640,13,6
222382265,0,0
33344949,0,0
1268835070644834306,0,0
1274639964328902660,1,1
1161010518179454976,1,0
1613217654,1,1
1097877636066496513,0,1
1852624286,0,0
1318417720468070406,1,0
2561720820,1,0
1159403447810232321,0,31
1171620144,5,1
855348535025324032,0,0
1573445923,0,0
1340822858818342912,0,0
999009896514322432,0,0
55414965,13,102
1304601738113146882,0,1
243260426,13,2
44827503,0,0
917708335163387904,1,0
2173135652,11,0
1116671372254564354,1,2
842288667750195200,0,0
1246984313796616192,22,66
4617024083,0,0
124091966,0,0
256600166,0,0
44192982,2,0
3011676122,12,3
1264697419532558338,12,0
3087653446,5,18
842495095572238338,6,0
999125224707756032,0,0
1244954702376095744,4,0
1205716489,0,0
1104617947882909696,0,0
1298181821134446594,0,0
162221625,4,0
1256150004235829248,0,0
133039962,0,0
600285139,1,1
16477702,2,0
1224710373460365317,0,0
1095769224,0,0
2597554885,0,0
1039589169042010112,0,0
15059708,0,0
1276147650,0,0
14162667,0,0
314216205,12,1
274144542,18,11
1214413334193360896,0,7
1242051242706137089,0,0
4582893949,1,0
823682282418536450,0,0
17297668,13,1
3312573660,0,0
86229973,55,8
168976061,1,0
1136703609901633537,1,0
17971455,0,11
117323667,2,0
42735204,4,0
392366067,1,0
994494661346627585,0,0
982256167953940482,9,43
1079988026913173504,0,0
104814061,1,0
2550266892,0,0
36033359,37,13
16499783,2,0
852687342,0,0
1089614307111915521,0,0
885202968835874816,0,0
254794377,0,0
4861238377,6,0
532765172,0,0
249471473,8,0
1269259177,0,0
826541604165017601,8,0
106827168,0,0
619161639,3,0
144219102,2,0
406160642,1,0
27093792,3,0
190965211,0,26
994389209472421890,0,10
619571393,69,9
1327811996146778113,0,0
109393046,0,0
348875445,0,0
2881141499,58,5
923626074285662208,0,0
21925062,2,0
774279237347971072,0,0
50640883,5,1
19959889,0,0
234925481,0,12
123367550,17,0
1260742172283936768,0,0
139480893,0,0
2184161042,0,23
1056145712,7,57
408535978,0,0
18321470,0,1
217489193,55,1
362149323,21,2
27750430,1,1
14318291,2,0
924047456941363200,18,3
36588590,7,0
749657702880583680,0,1
3260193497,0,0
1291914963230035970,1,1
1543893164,67,9
4789838368,8,32
875848136538832896,0,0
18049661,30,15
126762642,0,2
241297433,0,0
9378802,0,0
88991844,1,27
28096651,3,0
3232988886,0,0
20904867,4,0
1216266334587113472,2,0
1245333510065401858,1,1
27450254,0,0
15570923,4,0
2839239157,0,0
1294621054623797251,1,0
96276462,14,0
56321548,0,0
2343557479,14,28
114598868,0,0
2872180146,0,0
1375725877141467136,0,0
1333886335816351745,0,3
1162951776909185025,1,0
757915823822430209,12,0
141720329,9,0
140835527,2,0
28716692,63,3
705549799391559681,6,5
183348259,2,0
403778389,0,0
803269896616505345,8,0
2741412245,4,0
4826198534,0,0
1204079638244282372,0,0
1086470000,0,0
1099501881330712580,0,0
340744960,3,0
619790182,0,0
987288415858319360,1,2
1078581264624615424,0,0
472815015,0,0
1244940241041047552,0,0
1117151715265064961,0,0
1050252541,0,0
1136679299686096898,4,0
2324022408,13,0
129638757,5,27
895314396,0,0
1390206695624740866,0,0
1332143822709559296,0,0
19098792,2,7
1377756282678042631,0,31
1382602792968318977,1,1
904497578842120192,23,4
995002926446850049,0,0
86485796,8,1
23170408,13,48
1531789724,0,0
1943733722,3,0
742025220534337536,0,14
865912827256512513,0,7
